account_id,industry,country,referral_source,plan_tier,seats,is_trial,target_churn,plan_tier_sub,seats_sub,mrr_amount,arr_amount,is_trial_sub,upgrade_flag,downgrade_flag,churn_flag_sub,billing_frequency,auto_renew_flag,usage_count_avg,usage_duration_secs,error_count,usage_trend,ticket_count,resolution_time_hours,satisfaction_score,escalation_flag
A-e2cd1b,DevTools,US,other,Enterprise,15,False,False,Enterprise,16,3184,38208,False,False,False,False,annual,True,3.3333333333333335,2175.0,3.0,0.0,5.0,37.8,3.9962553191489363,0.0
A-180abf,DevTools,US,event,Pro,64,False,True,Pro,64,3136,37632,False,True,False,False,monthly,True,11.0,2046.0,0.0,0.0,3.0,36.333333333333336,3.654184397163121,0.0
A-f17767,DevTools,US,event,Enterprise,1,True,True,Pro,15,735,8820,False,False,False,False,annual,True,0.0,0.0,0.0,0.0,3.0,36.333333333333336,3.993758865248227,1.0
A-5a184f,DevTools,DE,other,Enterprise,1,False,True,Basic,36,684,8208,False,False,False,True,annual,True,13.666666666666666,6942.0,1.0,0.0,3.0,15.333333333333334,4.333333333333333,0.0
A-7df7a7,DevTools,US,organic,Basic,7,False,True,Enterprise,30,5970,71640,False,False,False,False,annual,True,9.333333333333334,20231.0,6.0,0.0,3.0,28.0,4.0,1.0
A-1ac5e0,DevTools,US,event,Basic,33,False,True,Enterprise,33,0,0,True,False,False,False,monthly,False,8.88888888888889,25124.0,6.0,0.0,7.0,40.42857142857143,3.851793313069909,0.0
A-52dd88,Cybersecurity,US,ads,Pro,23,False,False,Pro,30,1470,17640,False,False,False,False,annual,True,10.0,16937.0,0.0,0.0,1.0,72.0,3.981276595744681,0.0
A-bece89,Cybersecurity,IN,event,Pro,26,False,False,Pro,38,1862,22344,False,False,False,False,annual,True,7.333333333333333,4272.0,1.0,0.0,4.0,32.5,3.9953191489361704,1.0
A-029f69,Cybersecurity,CA,event,Basic,3,False,False,Basic,34,646,7752,False,False,False,False,annual,True,10.25,10914.0,0.0,0.0,2.0,42.0,3.4906382978723407,0.0
A-5c046d,EdTech,FR,partner,Basic,93,False,False,Enterprise,93,18507,222084,False,False,False,False,annual,True,9.25,17524.0,10.0,0.0,1.0,13.0,3.0,0.0
A-fb186e,EdTech,IN,organic,Basic,29,False,False,Enterprise,29,0,0,True,False,False,False,annual,True,10.333333333333334,37040.0,3.0,0.0,6.0,26.166666666666668,3.823971631205674,0.0
A-ae052e,FinTech,CA,other,Basic,39,False,False,Basic,39,0,0,True,False,False,False,annual,True,10.285714285714286,15797.0,1.0,0.0,4.0,31.25,3.9906382978723407,0.0
A-9f9299,FinTech,US,organic,Enterprise,28,True,False,Pro,28,1372,16464,False,False,False,False,annual,True,11.0,2090.0,0.0,0.0,5.0,36.2,4.185021276595745,0.0
A-96e141,DevTools,UK,partner,Basic,14,False,False,Enterprise,25,4975,59700,False,False,False,False,monthly,True,10.0,8845.0,2.0,0.0,5.0,32.8,4.192510638297873,0.0
A-117171,HealthTech,FR,organic,Basic,45,False,True,Pro,45,2205,26460,False,False,False,True,annual,True,9.8,13533.0,0.0,0.0,6.0,32.5,3.823971631205674,1.0
A-313be3,EdTech,US,partner,Enterprise,47,True,False,Pro,47,2303,27636,False,False,False,False,monthly,True,10.0,16548.0,7.0,0.0,4.0,22.5,4.235957446808511,1.0
A-671f31,DevTools,US,ads,Basic,59,False,False,Enterprise,82,0,0,True,False,True,False,annual,True,9.5,12068.0,6.0,0.0,7.0,33.0,4.137507598784195,0.0
A-bbc346,FinTech,US,partner,Enterprise,19,False,False,Pro,19,0,0,True,False,True,False,annual,True,10.375,23461.0,10.0,0.0,3.0,45.333333333333336,4.3270921985815605,0.0
A-c16101,EdTech,IN,other,Basic,7,False,False,Pro,7,343,4116,False,False,False,False,monthly,True,7.5,19863.0,6.0,1.1764705882352942,4.0,28.0,4.235957446808511,1.0
A-50f3f7,HealthTech,US,partner,Basic,31,False,True,Enterprise,31,6169,74028,False,False,False,False,annual,True,10.0,14622.0,6.0,0.0,6.0,37.833333333333336,4.490638297872341,1.0
A-7da956,Cybersecurity,US,event,Pro,13,True,False,Enterprise,15,2985,35820,False,False,True,False,monthly,True,15.0,3540.0,2.0,0.0,3.0,32.666666666666664,4.320851063829788,0.0
A-019782,DevTools,FR,event,Enterprise,11,False,False,Enterprise,15,0,0,True,False,False,False,annual,False,10.0,12901.0,2.0,0.0,2.0,10.0,3.4906382978723407,0.0
A-df10db,DevTools,US,other,Enterprise,2,True,False,Enterprise,12,2388,28656,False,False,False,False,monthly,True,8.333333333333334,6177.0,7.0,0.6428571428571428,2.0,68.5,3.0,1.0
