account_id,churn_score,risk_level,MRR,value_level,quadrant,action_recommandee
A-856b1e,0.55,Medium,1053.5,low,Q4 - Aucune action,Aucune action prioritaire
A-17939a,0.24,Low,879.0,low,Q4 - Aucune action,Aucune action prioritaire
A-d27f50,0.26,Low,3734.5833333333335,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-e36807,0.29,Low,1256.9,low,Q4 - Aucune action,Aucune action prioritaire
A-ff79f2,0.31,Low,3097.0,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-5b1bcd,0.93,High,8886.533333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-71615e,0.89,High,3131.769230769231,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-794a0b,0.87,High,1510.7142857142858,low,Q2 - Action automatisée,Email automatisé de relance
A-86902e,0.7,High,3604.1,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-0532a9,0.83,High,1516.1,low,Q2 - Action automatisée,Email automatisé de relance
A-9779ad,0.92,High,5168.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-f45426,0.73,High,1571.7272727272727,low,Q2 - Action automatisée,Email automatisé de relance
A-c1e51e,0.91,High,2390.5,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-fa3095,0.97,High,5769.166666666667,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-ad64c6,0.9,High,2451.333333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-39b19f,0.91,High,1930.636363636364,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-56962b,0.58,Medium,5611.714285714285,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-e60f9d,0.74,High,3387.8,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-88c6ca,0.8,High,921.2857142857144,low,Q2 - Action automatisée,Email automatisé de relance
A-158f4e,0.87,High,3654.9166666666665,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-5b051a,0.24,Low,583.0,low,Q4 - Aucune action,Aucune action prioritaire
A-296d7c,0.89,High,284.1428571428572,low,Q2 - Action automatisée,Email automatisé de relance
A-1619f8,0.88,High,2827.1428571428573,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-a1b80b,0.87,High,2161.8125,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-139c3b,0.24,Low,1128.375,low,Q4 - Aucune action,Aucune action prioritaire
A-702032,0.63,Medium,1423.3333333333333,low,Q4 - Aucune action,Aucune action prioritaire
A-7a0d69,0.94,High,942.0,low,Q2 - Action automatisée,Email automatisé de relance
A-22d9d2,0.71,High,1339.0,low,Q2 - Action automatisée,Email automatisé de relance
A-b9eed8,0.9,High,1507.0,low,Q2 - Action automatisée,Email automatisé de relance
A-dfbd31,0.61,Medium,1791.357142857143,low,Q4 - Aucune action,Aucune action prioritaire
A-8e47ca,0.95,High,3124.4444444444443,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-4437e4,0.95,High,1114.4375,low,Q2 - Action automatisée,Email automatisé de relance
A-779e4e,0.35,Medium,2808.1,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-53f4e3,0.87,High,1507.2,low,Q2 - Action automatisée,Email automatisé de relance
A-692f18,0.81,High,1797.0588235294117,low,Q2 - Action automatisée,Email automatisé de relance
A-13466a,0.86,High,2223.833333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-1986ca,0.24,Low,3951.571428571429,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-0cc442,0.96,High,4764.2307692307695,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-c608c8,0.78,High,1189.25,low,Q2 - Action automatisée,Email automatisé de relance
A-3be56b,0.86,High,1420.0,low,Q2 - Action automatisée,Email automatisé de relance
A-354f12,0.87,High,2222.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-68f37c,0.9,High,2108.75,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-aa9511,0.93,High,3918.733333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-af0cd2,0.94,High,587.2727272727273,low,Q2 - Action automatisée,Email automatisé de relance
A-bd4513,0.65,High,4350.333333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-c222ab,0.91,High,2665.1428571428573,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-34d880,0.89,High,2329.333333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-508199,0.28,Low,1687.2,low,Q4 - Aucune action,Aucune action prioritaire
A-f03140,0.92,High,2107.5,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-410e86,0.34,Low,2280.0,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-fa2041,0.84,High,1742.9166666666667,low,Q2 - Action automatisée,Email automatisé de relance
A-de58ca,0.19,Low,2173.181818181818,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-05d3b3,0.89,High,970.0,low,Q2 - Action automatisée,Email automatisé de relance
A-249769,0.91,High,1209.0,low,Q2 - Action automatisée,Email automatisé de relance
A-e43bf7,0.93,High,6666.571428571428,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-eb2fdc,0.88,High,2664.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-e1462e,0.64,Medium,1718.571428571429,low,Q4 - Aucune action,Aucune action prioritaire
A-cab532,0.81,High,1339.2,low,Q2 - Action automatisée,Email automatisé de relance
A-9123ac,0.81,High,2107.285714285714,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-6e08f3,0.86,High,1819.0,low,Q2 - Action automatisée,Email automatisé de relance
A-d922bf,0.9,High,2444.8571428571427,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-8ed5dd,0.87,High,996.3333333333334,low,Q2 - Action automatisée,Email automatisé de relance
A-7c6b6b,0.96,High,688.2857142857143,low,Q2 - Action automatisée,Email automatisé de relance
A-3c1a3f,0.22,Low,1242.4166666666667,low,Q4 - Aucune action,Aucune action prioritaire
A-b48f73,0.27,Low,4045.714285714286,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-76fa4d,0.82,High,8812.285714285714,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-b2af2e,0.51,Medium,778.0,low,Q4 - Aucune action,Aucune action prioritaire
A-9bfc9f,0.26,Low,1704.6666666666667,low,Q4 - Aucune action,Aucune action prioritaire
A-4ae22a,0.93,High,1347.428571428571,low,Q2 - Action automatisée,Email automatisé de relance
A-fda07f,0.92,High,2368.1666666666665,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-de24d5,0.15,Low,1640.5384615384614,low,Q4 - Aucune action,Aucune action prioritaire
A-977ca0,0.17,Low,1816.25,low,Q4 - Aucune action,Aucune action prioritaire
A-ab438f,0.86,High,2044.75,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-e89151,0.63,Medium,2414.8888888888887,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-40906c,0.33,Low,5167.666666666667,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-81edc3,0.84,High,1460.3333333333333,low,Q2 - Action automatisée,Email automatisé de relance
A-328bd0,0.32,Low,1229.1538461538462,low,Q4 - Aucune action,Aucune action prioritaire
A-b3fe05,0.73,High,2721.555555555556,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-09540c,0.73,High,3953.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-e693b6,0.91,High,2846.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-2446e3,0.91,High,3448.285714285714,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-241e75,0.9,High,718.8,low,Q2 - Action automatisée,Email automatisé de relance
A-922109,0.92,High,1086.0,low,Q2 - Action automatisée,Email automatisé de relance
A-ff3c73,0.76,High,481.6666666666667,low,Q2 - Action automatisée,Email automatisé de relance
A-8b0451,0.56,Medium,3170.9,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-331424,0.47,Medium,1129.3333333333333,low,Q4 - Aucune action,Aucune action prioritaire
A-51ec1b,0.95,High,1847.8333333333333,low,Q2 - Action automatisée,Email automatisé de relance
A-bcf664,0.86,High,1056.0,low,Q2 - Action automatisée,Email automatisé de relance
A-90a8c8,0.89,High,3787.714285714286,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-86cdb4,0.59,Medium,394.55555555555554,low,Q4 - Aucune action,Aucune action prioritaire
A-4bfa33,0.91,High,800.8571428571429,low,Q2 - Action automatisée,Email automatisé de relance
A-dbc825,0.93,High,2650.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-c70870,0.84,High,3271.1428571428573,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-7c4956,0.28,Low,426.125,low,Q4 - Aucune action,Aucune action prioritaire
A-0651a4,0.8,High,2970.9333333333334,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-3ce5b8,0.53,Medium,1850.0,low,Q4 - Aucune action,Aucune action prioritaire
A-bd4708,0.26,Low,2998.076923076923,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-993085,0.92,High,3230.4,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-92a3af,0.31,Low,3139.818181818182,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-151c9a,0.84,High,2850.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-474ad4,0.27,Low,808.3333333333334,low,Q4 - Aucune action,Aucune action prioritaire
A-4ef964,0.96,High,1586.5555555555557,low,Q2 - Action automatisée,Email automatisé de relance
A-fd9422,0.25,Low,3125.555555555556,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-0baac2,0.86,High,3083.333333333333,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-bb1486,0.78,High,2038.375,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-560d27,0.33,Low,3470.083333333333,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-0b0d6d,0.89,High,2576.230769230769,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-2789e3,0.33,Low,2040.75,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-b07346,0.71,High,6283.2,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-902ef7,0.91,High,5540.25,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-20736a,0.91,High,5789.285714285715,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-e4bf56,0.17,Low,2703.714285714286,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-cea1f0,0.35,Medium,1224.4,low,Q4 - Aucune action,Aucune action prioritaire
A-ef84cf,0.78,High,1501.4,low,Q2 - Action automatisée,Email automatisé de relance
A-d49cc5,0.96,High,1665.625,low,Q2 - Action automatisée,Email automatisé de relance
A-67be94,0.87,High,3132.8571428571427,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-4e960a,0.23,Low,1995.1666666666667,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-c37cab,0.91,High,2253.75,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-533452,0.87,High,1878.5454545454545,low,Q2 - Action automatisée,Email automatisé de relance
A-443b7c,0.25,Low,1503.875,low,Q4 - Aucune action,Aucune action prioritaire
A-1f7acb,0.75,High,5864.0,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-f51f16,0.86,High,1663.75,low,Q2 - Action automatisée,Email automatisé de relance
A-5a3eb9,0.92,High,1561.0,low,Q2 - Action automatisée,Email automatisé de relance
A-5f2961,0.96,High,1471.2857142857142,low,Q2 - Action automatisée,Email automatisé de relance
A-417d2f,0.71,High,1433.3125,low,Q2 - Action automatisée,Email automatisé de relance
A-e98302,0.71,High,2094.5,high,Q1 - Priorité maximale,Appel CSM direct sous 24h
A-8bde0c,0.8,High,1899.888888888889,low,Q2 - Action automatisée,Email automatisé de relance
A-bcf87c,0.27,Low,1979.090909090909,high,Q3 - Surveillance,"Fidélisation douce, surveillance"
A-54ecc2,0.89,High,1469.8181818181818,low,Q2 - Action automatisée,Email automatisé de relance
A-625d0b,0.82,High,1081.1818181818182,low,Q2 - Action automatisée,Email automatisé de relance
A-fce879,0.9,High,1359.4,low,Q2 - Action automatisée,Email automatisé de relance
A-b07b56,0.9,High,1132.2666666666669,low,Q2 - Action automatisée,Email automatisé de relance
A-6da850,0.87,High,1159.9375,low,Q2 - Action automatisée,Email automatisé de relance
A-342303,0.9,High,565.0,low,Q2 - Action automatisée,Email automatisé de relance
A-e7a1e2,0.86,High,1670.1666666666667,low,Q2 - Action automatisée,Email automatisé de relance
A-f1f639,0.88,High,729.75,low,Q2 - Action automatisée,Email automatisé de relance
