subscription_id,recent_usage,avg_usage,usage_trend
S-52119f,6.0,9.333333333333334,0.5806451612903225
S-52385a,11.0,9.571428571428571,1.0405405405405406
S-52404a,10.0,11.0,0.8333333333333334
S-52699f,14.0,11.166666666666666,1.1506849315068495
S-5313fa,5.0,9.0,0.5
S-53b07a,11.0,10.0,1.0
S-54a3ed,15.0,10.333333333333334,1.3235294117647058
S-550202,14.0,10.6,1.206896551724138
S-5521f5,20.0,9.833333333333334,1.846153846153846
S-55a520,6.0,8.25,0.6486486486486487
S-55aa8a,16.0,10.666666666666666,1.3714285714285714
S-55d53c,10.0,11.857142857142858,0.7777777777777778
S-55db9e,12.0,12.0,0.9230769230769231
S-55ef07,9.0,10.6,0.7758620689655172
S-5631a9,15.0,10.833333333333334,1.2676056338028168
S-574b52,12.0,10.555555555555555,1.0384615384615385
S-57bdc2,9.0,11.4,0.7258064516129032
S-57f1a7,14.0,13.0,1.0
S-5818be,13.0,12.625,0.9541284403669725
S-592443,4.0,8.0,0.4444444444444444
S-592c0d,10.0,11.5,0.8
S-593787,11.0,9.571428571428571,1.0405405405405406
S-59edf9,17.0,9.375,1.6385542168674698
S-59f6b6,13.0,11.4,1.0483870967741935
S-5a37dc,23.0,9.4,2.2115384615384617
S-5a5bdb,10.0,9.0,1.0
S-5aa854,10.0,8.4,1.0638297872340425
S-5b322c,12.0,11.285714285714286,0.9767441860465116
S-5c2991,14.0,11.285714285714286,1.1395348837209303
S-5c4b5d,15.0,10.5,1.3043478260869565
S-5c4dd7,7.0,9.2,0.6862745098039216
S-5c631b,12.0,11.0,1.0
S-5ca0fe,10.0,10.166666666666666,0.8955223880597015
S-5cb87c,20.0,10.285714285714286,1.7721518987341771
S-5cba26,9.0,8.625,0.935064935064935
S-5cff9b,10.0,9.4,0.9615384615384615
S-5d5250,11.0,9.25,1.0731707317073171
S-5d5a8d,9.0,11.0,0.75
S-5ddf8d,10.0,11.5,0.8
S-5de583,8.0,11.666666666666666,0.6315789473684211
S-5e5ff0,9.0,11.25,0.7346938775510204
S-5ea66d,15.0,10.333333333333334,1.3235294117647058
S-5ed35a,9.0,10.8,0.7627118644067796
S-5ede24,6.0,10.285714285714286,0.5316455696202531
S-5eeb46,10.0,9.625,0.9411764705882353
S-5f2554,11.0,9.6,1.0377358490566038
S-5f4cc6,11.0,10.166666666666666,0.9850746268656717
S-5fb9ab,8.0,9.25,0.7804878048780488
S-5fffe8,6.0,9.857142857142858,0.5526315789473684
S-6015db,15.0,11.25,1.2244897959183674
S-601bbe,9.0,10.571428571428571,0.7777777777777778
S-601f31,14.0,9.0,1.4
S-6055d4,9.0,11.2,0.7377049180327869
S-606747,15.0,11.6,1.1904761904761905
S-606d6d,22.0,11.0,1.8333333333333333
S-60890c,15.0,8.25,1.6216216216216217
S-60b7c7,10.0,11.0,0.8333333333333334
S-60cb51,12.0,11.0,1.0
S-61797c,4.0,9.857142857142858,0.3684210526315789
S-61d573,20.0,9.166666666666666,1.9672131147540985
S-61efc1,4.0,10.0,0.36363636363636365
S-628729,9.0,7.75,1.0285714285714285
S-62b7cf,12.0,9.0,1.2
S-62f048,13.0,10.8,1.1016949152542372
S-62f5b1,14.0,11.25,1.1428571428571428
S-62fb8e,17.0,10.875,1.431578947368421
S-632bba,10.0,11.333333333333334,0.8108108108108107
S-639d60,12.0,8.285714285714286,1.2923076923076922
S-649bb6,9.0,10.0,0.8181818181818182
S-64acb8,14.0,9.166666666666666,1.3770491803278688
S-64bd69,9.0,9.25,0.8780487804878049
S-64d514,6.0,8.6,0.625
S-651c01,10.0,8.0,1.1111111111111112
S-6522e4,11.0,10.142857142857142,0.9871794871794872
S-65b963,11.0,10.75,0.9361702127659575
S-65ec6b,12.0,8.714285714285714,1.2352941176470589
S-6643a2,11.0,12.6,0.8088235294117647
S-66a834,11.0,11.166666666666666,0.904109589041096
S-66bae1,13.0,9.307692307692308,1.2611940298507462
S-66f0d0,8.0,9.88888888888889,0.7346938775510203
S-6709f4,4.0,7.166666666666667,0.48979591836734687
S-677801,15.0,9.285714285714286,1.4583333333333333
S-67965d,25.0,11.666666666666666,1.973684210526316
S-67c2c9,15.0,11.166666666666666,1.2328767123287672
S-684751,10.0,7.4,1.1904761904761905
S-684915,8.0,9.857142857142858,0.7368421052631579
S-689032,11.0,10.0,1.0
S-691d69,17.0,10.1,1.5315315315315317
S-699110,15.0,10.5,1.3043478260869565
S-69a807,9.0,9.875,0.8275862068965517
S-69b66d,6.0,9.333333333333334,0.5806451612903225
S-69fb37,6.0,7.5,0.7058823529411765
S-6a017c,7.0,11.166666666666666,0.5753424657534247
S-6a02fe,8.0,9.333333333333334,0.7741935483870968
S-6b7487,4.0,9.0,0.4
S-6b7aa4,10.0,11.666666666666666,0.7894736842105263
S-6b977f,12.0,11.428571428571429,0.9655172413793103
S-6b97b7,9.0,9.333333333333334,0.8709677419354839
S-6bb2c5,16.0,10.4,1.4035087719298245
S-6bbf29,7.0,9.0,0.7
S-6bc703,9.0,11.0,0.75
S-6bea24,6.0,8.5,0.631578947368421
S-6c4770,6.0,9.0,0.6
S-6c7bd8,9.0,9.833333333333334,0.8307692307692307
S-6ca5ab,11.0,8.8,1.1224489795918366
S-6cdfb7,24.0,11.666666666666666,1.8947368421052633
S-6ce794,14.0,10.333333333333334,1.2352941176470587
S-6d09f2,11.0,9.8,1.0185185185185184
S-6d6ab6,12.0,11.833333333333334,0.935064935064935
S-6da42f,7.0,9.0,0.7
S-6e177f,15.0,11.25,1.2244897959183674
S-6eeae1,5.0,9.0,0.5
S-6ef81d,7.0,7.5,0.8235294117647058
S-6f04a4,8.0,11.333333333333334,0.6486486486486486
S-709b46,10.0,11.25,0.8163265306122449
S-70c734,6.0,10.0,0.5454545454545454
S-712e04,25.0,10.0,2.272727272727273
S-718f18,10.0,10.166666666666666,0.8955223880597015
S-71fc3d,12.0,11.571428571428571,0.9545454545454546
S-722103,12.0,10.555555555555555,1.0384615384615385
S-72b4f2,12.0,11.0,1.0
S-737a28,10.0,10.0,0.9090909090909091
S-73d0eb,10.0,10.714285714285714,0.853658536585366
S-73fc8f,5.0,12.5,0.37037037037037035
S-741431,12.0,10.5,1.0434782608695652
S-74761f,23.0,10.6,1.9827586206896552
S-74d86d,5.0,7.428571428571429,0.5932203389830508
S-7501c9,11.0,9.0,1.1
S-7553fb,7.0,9.857142857142858,0.6447368421052632
S-76a214,13.0,11.666666666666666,1.0263157894736843
S-770d98,9.0,11.75,0.7058823529411765
S-7717d6,14.0,9.0,1.4
S-775a4f,11.0,10.166666666666666,0.9850746268656717
S-778307,9.0,9.0,0.9
S-778c7e,11.0,11.0,0.9166666666666666
S-77ca30,12.0,9.2,1.1764705882352942
S-7863b1,13.0,8.75,1.3333333333333333
S-7889d9,16.0,11.285714285714286,1.3023255813953487
S-78c894,8.0,8.5,0.8421052631578947
S-78f326,13.0,12.4,0.9701492537313433
S-78f738,8.0,10.714285714285714,0.6829268292682927
S-78ffdd,30.0,10.857142857142858,2.5301204819277108
S-7925f0,10.0,10.2,0.8928571428571429
S-79af01,24.0,12.571428571428571,1.768421052631579
S-79bb4c,17.0,13.5,1.1724137931034482
S-79c82e,14.0,9.777777777777779,1.2989690721649483
S-7a06fe,14.0,10.375,1.2307692307692308
S-7a1803,14.0,10.8,1.1864406779661016
S-7ab68f,21.0,12.285714285714286,1.5806451612903225
S-7b01d4,5.0,6.0,0.7142857142857143
S-7ba2ad,16.0,9.0,1.6
S-7bd2d7,22.0,9.75,2.046511627906977
S-7c24f6,14.0,10.875,1.1789473684210525
S-7c47af,9.0,9.875,0.8275862068965517
S-7c81dd,14.0,11.25,1.1428571428571428
S-7d43e0,5.0,8.0,0.5555555555555556
S-7d8dde,9.0,8.6,0.9375
S-7de656,10.0,10.6,0.8620689655172414
S-7e7a73,7.0,11.571428571428571,0.5568181818181819
S-7e8699,13.0,11.0,1.0833333333333333
S-7e86a2,13.0,10.333333333333334,1.1470588235294117
S-7ea264,7.0,7.0,0.875
S-7f7e38,11.0,8.0,1.2222222222222223
S-7f8cd8,9.0,9.375,0.8674698795180723
S-804965,5.0,9.0,0.5
S-8055fa,12.0,9.2,1.1764705882352942
S-806d7b,7.0,10.2,0.625
S-807f28,21.0,9.5,2.0
S-808668,12.0,10.8,1.0169491525423728
S-812d97,12.0,8.75,1.2307692307692308
S-817e4b,4.0,9.11111111111111,0.39560439560439564
S-81d63a,11.0,10.0,1.0
S-82348a,7.0,10.857142857142858,0.5903614457831325
S-826424,12.0,7.0,1.5
S-82c91a,9.0,8.8,0.9183673469387754
S-82df6c,6.0,11.125,0.4948453608247423
S-83c56d,5.0,5.0,0.8333333333333334
S-83ee75,4.0,5.5,0.6153846153846154
S-858aa0,9.0,7.833333333333333,1.018867924528302
S-85c06f,17.0,10.0,1.5454545454545454
S-85caaf,18.0,11.6,1.4285714285714286
S-863c87,8.0,8.222222222222221,0.8674698795180724
S-86615c,13.0,12.666666666666666,0.951219512195122
S-866608,13.0,9.75,1.2093023255813953
S-86673a,5.0,9.125,0.49382716049382713
S-86c28f,8.0,10.333333333333334,0.7058823529411764
S-86fd71,12.0,11.0,1.0
S-871e83,7.0,11.714285714285714,0.550561797752809
S-87b9f7,11.0,12.5,0.8148148148148148
S-885aa7,7.0,10.857142857142858,0.5903614457831325
S-88d746,10.0,9.4,0.9615384615384615
S-896e2f,12.0,10.5,1.0434782608695652
S-897d69,13.0,12.0,1.0
S-89d586,7.0,8.25,0.7567567567567568
S-8a37c8,27.0,11.142857142857142,2.223529411764706
S-8a9db8,11.0,9.0,1.1
S-8ae507,6.0,9.444444444444445,0.5744680851063829
S-8b1b5a,14.0,10.333333333333334,1.2352941176470587
S-8b345c,11.0,9.8,1.0185185185185184
S-8b486a,9.0,10.0,0.8181818181818182
S-8b721c,13.0,10.285714285714286,1.1518987341772151
S-8b9deb,23.0,10.727272727272727,1.9612403100775195
S-8bc290,7.0,9.166666666666666,0.6885245901639344
S-8bf576,11.0,12.333333333333334,0.825
S-8ca9f0,17.0,11.88888888888889,1.3189655172413792
S-8cfa7f,7.0,8.666666666666666,0.7241379310344828
S-8d4b81,5.0,9.0,0.5
S-8dfd77,13.0,10.833333333333334,1.0985915492957745
S-8e3b74,13.0,11.25,1.0612244897959184
S-8e6903,6.0,10.142857142857142,0.5384615384615384
S-8e719f,14.0,10.142857142857142,1.2564102564102564
S-8eae4e,12.0,10.0,1.0909090909090908
S-8eb6df,10.0,9.0,1.0
S-8ebe58,19.0,10.5,1.6521739130434783
S-8ed77f,13.0,9.555555555555555,1.231578947368421
S-8faa60,9.0,8.8,0.9183673469387754
S-8fbabd,13.0,9.714285714285714,1.2133333333333334
S-8fd62c,22.0,12.142857142857142,1.673913043478261
S-904529,8.0,10.4,0.7017543859649122
S-90c2a9,10.0,10.0,0.9090909090909091
S-9122a4,14.0,8.142857142857142,1.53125
S-929a7c,6.0,8.833333333333334,0.6101694915254237
S-92afb8,13.0,11.090909090909092,1.075187969924812
S-92d873,9.0,8.75,0.9230769230769231
S-9395a2,10.0,10.0,0.9090909090909091
S-93cf65,8.0,8.5,0.8421052631578947
S-942caf,12.0,10.545454545454545,1.0393700787401576
S-9488ec,10.0,10.11111111111111,0.9
S-94fa70,10.0,10.142857142857142,0.8974358974358975
S-951053,10.0,9.166666666666666,0.9836065573770493
S-956036,9.0,11.0,0.75
S-95aaf8,4.0,9.0,0.4
S-96383d,7.0,9.0,0.7
S-969f4c,6.0,7.5,0.7058823529411765
S-96ead2,11.0,9.833333333333334,1.0153846153846153
S-96fb48,11.0,8.8,1.1224489795918366
S-97a010,14.0,10.0,1.2727272727272727
S-97df3f,17.0,10.4,1.4912280701754386
S-984f8b,11.0,9.857142857142858,1.013157894736842
S-987539,8.0,10.75,0.6808510638297872
S-9925b9,14.0,11.142857142857142,1.1529411764705884
S-99271f,18.0,9.833333333333334,1.6615384615384614
S-992c2a,5.0,10.375,0.43956043956043955
S-99a404,10.0,11.333333333333334,0.8108108108108107
S-99aaa4,6.0,9.2,0.5882352941176471
S-99fbf7,6.0,9.285714285714286,0.5833333333333333
S-9a065e,8.0,8.0,0.8888888888888888
S-9a3e85,12.0,9.333333333333334,1.161290322580645
S-9a8d01,13.0,13.0,0.9285714285714286
S-9a8f71,7.0,9.428571428571429,0.6712328767123288
