account_id,account_name,country,signup_date,referral_source,seats,is_trial,seniority_months,signup_month,mrr_amount,nb_upgrades,days_since_last_usage,usage_trend_30d,nb_unique_features,total_tickets,nb_critical_tickets,resolution_time_hours,satisfaction_score,critical_ratio,churn_flag,ind_Cybersecurity,ind_DevTools,ind_EdTech,ind_FinTech,ind_HealthTech,plan_Basic,plan_Enterprise,plan_Pro
A-2922b6,Company_70,US,2024-11-14,organic,15,False,0,12,1778.1666666666667,1,103.5,0.0255528255528255,6.0,2.0,2.0,15.5,4.0,1.0,1,False,False,False,False,True,True,False,False
A-9b9fe9,Company_71,AU,2023-09-28,other,5,False,14,6,1643.75,0,76.0,0.0085127516161998,4.818181818181818,4.0,2.0,33.5,4.0,0.5,1,False,False,True,False,False,True,False,False
A-a8b49c,Company_72,UK,2023-10-06,partner,7,False,14,3,963.9166666666666,1,166.41666666666666,-0.0208333333333333,4.25,1.0,0.0,72.0,4.0,0.0,1,True,False,False,False,False,True,False,False
A-9174e0,Company_73,US,2024-12-04,partner,37,False,0,12,3598.4,2,177.86666666666667,-0.0013451029844472,4.333333333333333,2.0,1.0,39.0,4.5,0.5,0,True,False,False,False,False,True,False,False
A-a1bbb6,Company_74,CA,2023-04-05,organic,1,False,20,6,1800.25,0,219.875,0.0949029126213591,4.5,3.0,3.0,17.666666666666668,4.0,1.0,0,False,True,False,False,False,True,False,False
A-c45b23,Company_75,UK,2023-12-08,partner,5,False,12,2,708.6666666666666,0,212.16666666666663,0.0169753086419753,4.666666666666667,3.0,3.0,36.66666666666666,3.6666666666666665,1.0,1,False,False,False,True,False,True,False,False
A-02cd81,Company_76,IN,2024-03-28,other,44,False,9,5,2354.0,0,161.57142857142858,-0.0168831168831168,4.785714285714286,3.0,2.0,17.333333333333332,4.333333333333333,0.6666666666666666,1,False,False,False,False,True,True,False,False
A-ee42db,Company_77,DE,2023-04-25,ads,13,False,20,5,963.9166666666666,1,144.5,0.0669300977339052,4.333333333333333,4.0,2.0,33.75,3.75,0.5,1,False,False,True,False,False,False,True,False
A-432483,Company_78,US,2023-02-06,ads,4,False,21,4,2868.1111111111118,1,91.33333333333331,0.0031746031746031,4.555555555555555,1.0,1.0,51.0,4.0,1.0,0,True,False,False,False,False,False,False,True
A-9208f0,Company_79,US,2023-05-11,organic,1,False,19,8,438.875,1,107.875,0.0289473684210526,6.375,8.0,1.0,41.25,3.75,0.125,1,False,False,True,False,False,False,False,True
A-98a59a,Company_80,UK,2023-08-04,partner,56,False,16,9,3645.6,2,137.8,0.0043478260869565,4.3,3.0,2.0,37.333333333333336,4.333333333333333,0.6666666666666666,1,False,False,False,True,False,False,True,False
A-fe79a5,Company_81,IN,2024-02-21,ads,9,True,10,5,1353.2,2,153.6,-0.023076923076923,3.3,4.0,2.0,28.5,4.5,0.5,0,False,False,False,False,True,True,False,False
A-726cfa,Company_82,US,2023-07-01,partner,11,False,17,8,1830.6315789473683,2,157.0,0.0135971106932994,4.894736842105263,3.0,2.0,35.666666666666664,4.0,0.6666666666666666,1,False,True,False,False,False,False,False,True
A-c43359,Company_83,US,2024-11-16,organic,38,False,1,12,1539.0,2,111.75,-0.0050121844134576,5.75,3.0,3.0,26.666666666666668,4.0,1.0,1,False,False,False,True,False,False,False,True
A-271f46,Company_84,US,2023-02-09,event,38,False,21,10,2450.5,0,173.5,0.0208333333333333,4.5,1.0,0.0,36.0,4.0,0.0,1,False,True,False,False,False,False,False,True
A-157070,Company_85,US,2023-11-09,ads,16,False,12,10,1719.125,2,132.0625,0.0100806451612903,4.375,3.0,1.0,42.333333333333336,3.6666666666666665,0.3333333333333333,1,False,False,False,True,False,False,False,True
A-40a557,Company_86,AU,2023-12-03,partner,16,True,11,2,2591.555555555556,1,136.22222222222223,-0.0434782608695652,4.333333333333333,7.0,4.0,30.571428571428573,3.857142857142857,0.5714285714285714,1,True,False,False,False,False,False,False,True
A-66224b,Company_87,US,2024-10-18,other,92,True,2,12,5466.833333333333,0,134.16666666666666,-0.0138888888888888,4.916666666666667,6.0,3.0,39.833333333333336,3.5,0.5,0,False,False,False,False,True,False,False,True
A-91e948,Company_88,AU,2023-01-29,partner,41,False,16,1,3127.714285714286,2,114.14285714285714,0.010465724751439,5.0,0.0,0.0,0.0,0.0,0.0,0,False,False,True,False,False,True,False,False
A-104f1a,Company_89,US,2024-08-17,other,24,False,4,12,1577.125,0,110.625,0.0444444444444444,5.25,5.0,1.0,33.2,3.8,0.2,1,True,False,False,False,False,False,False,True
A-7988d1,Company_90,US,2023-12-20,other,33,False,9,8,1188.0,0,160.22222222222223,-0.015378421900161,4.888888888888889,3.0,2.0,35.333333333333336,4.333333333333333,0.6666666666666666,1,True,False,False,False,False,True,False,False
A-faa28c,Company_91,US,2024-01-30,organic,48,False,11,7,4171.714285714285,3,149.78571428571428,0.0560908924195188,3.7857142857142856,4.0,2.0,52.25,4.5,0.5,1,False,False,False,False,True,False,True,False
A-f25509,Company_92,US,2024-03-22,other,32,False,7,10,3224.4,0,128.4,0.1074712643678161,4.0,6.0,4.0,42.66666666666666,4.333333333333333,0.6666666666666666,1,False,False,True,False,False,False,True,False
A-3a7284,Company_93,US,2024-11-17,organic,31,False,1,12,2959.9166666666665,1,140.33333333333334,0.0118950796034129,4.833333333333333,3.0,3.0,56.333333333333336,3.6666666666666665,1.0,1,False,False,False,True,False,False,True,False
A-3a5ad8,Company_94,US,2023-12-05,organic,9,True,12,12,2207.769230769231,1,178.46153846153845,-0.0407257987873258,3.923076923076923,4.0,4.0,44.75,4.25,1.0,0,False,False,False,False,True,False,True,False
A-65a46c,Company_95,US,2023-11-04,event,1,False,10,10,2834.375,2,94.0,-0.0123756596460094,4.375,8.0,6.0,45.125,4.0,0.75,0,False,False,False,False,True,False,False,True
A-8b25f2,Company_96,US,2024-02-17,ads,6,False,10,9,1080.6153846153843,1,207.3846153846154,0.0236436269044964,3.923076923076923,2.0,0.0,35.5,4.0,0.0,0,True,False,False,False,False,False,False,True
A-fabe19,Company_97,UK,2024-11-11,ads,1,False,1,11,2928.1428571428573,2,184.14285714285717,-0.0295597484276729,4.571428571428571,3.0,3.0,40.66666666666666,4.0,1.0,0,False,True,False,False,False,False,True,False
A-adc1f3,Company_98,US,2024-08-05,organic,2,False,4,9,2956.4444444444443,0,140.25,-0.0388513513513513,4.375,3.0,2.0,47.333333333333336,3.6666666666666665,0.6666666666666666,0,True,False,False,False,False,False,False,True
A-503d5a,Company_99,US,2023-10-21,other,4,False,14,12,1490.3333333333333,0,126.91666666666669,0.0360993208828522,4.833333333333333,9.0,4.0,36.55555555555556,4.0,0.4444444444444444,0,False,False,False,True,False,False,True,False
A-fd7ad3,Company_100,US,2024-11-01,event,1,False,1,11,383.1,2,99.9,0.0,5.1,8.0,4.0,48.75,4.125,0.5,1,True,False,False,False,False,False,True,False
A-186a44,Company_101,US,2023-08-07,ads,20,False,16,12,1499.2142857142858,1,151.14285714285714,0.0,4.071428571428571,7.0,5.0,38.285714285714285,3.7142857142857135,0.7142857142857143,0,False,False,False,False,True,False,True,False
A-e888d1,Company_102,US,2023-03-28,other,14,False,20,9,1240.5454545454545,1,106.7,0.0078200868898543,5.0,5.0,3.0,43.0,4.0,0.6,1,True,False,False,False,False,False,False,True
A-69fad4,Company_103,UK,2023-04-06,ads,6,False,17,9,1245.857142857143,0,192.42857142857144,-0.0366743471582181,4.857142857142857,4.0,1.0,43.0,3.75,0.25,1,False,False,False,True,False,True,False,False
A-9289f6,Company_104,US,2023-05-31,event,1,False,18,12,1091.3333333333333,2,111.08333333333331,0.0,5.416666666666667,6.0,3.0,37.5,4.166666666666667,0.5,1,False,False,True,False,False,False,True,False
A-f19409,Company_105,US,2023-03-16,other,23,False,20,8,2844.6666666666665,2,87.0,0.0022727272727272,4.916666666666667,3.0,1.0,6.333333333333333,4.0,0.3333333333333333,1,False,True,False,False,False,True,False,False
A-22f2df,Company_106,US,2024-12-14,ads,3,False,0,12,827.8888888888889,1,140.0,-0.0436927413671599,4.333333333333333,5.0,5.0,44.8,4.2,1.0,0,False,True,False,False,False,True,False,False
A-039727,Company_107,AU,2024-11-02,organic,25,False,1,12,2428.0,3,131.93333333333334,-0.0406421281963077,4.533333333333333,0.0,0.0,0.0,0.0,0.0,1,False,False,True,False,False,False,False,True
A-2e3bad,Company_108,CA,2023-08-13,other,61,False,16,12,4587.2,0,169.9,0.0,4.0,5.0,2.0,31.4,3.8,0.4,1,False,False,False,True,False,False,False,True
A-484819,Company_109,US,2023-02-21,organic,18,False,22,7,2575.5,3,182.8571428571429,-0.0519480519480519,4.571428571428571,5.0,3.0,33.2,4.2,0.6,1,False,False,False,False,True,False,False,True
A-425e76,Company_110,UK,2023-05-17,other,8,False,18,6,1555.5454545454545,1,146.7,-0.0638362068965517,4.7,5.0,3.0,48.2,3.6,0.6,1,False,True,False,False,False,False,True,False
A-e83938,Company_111,UK,2023-11-21,other,2,True,10,6,937.875,2,181.875,0.0035714285714285,3.875,4.0,0.0,31.0,3.75,0.0,1,False,True,False,False,False,False,False,True
A-ad296b,Company_112,AU,2024-07-15,event,38,False,5,11,3071.6666666666665,0,251.66666666666663,-0.0990338164251207,5.0,3.0,2.0,28.33333333333333,3.6666666666666665,0.6666666666666666,0,False,True,False,False,False,False,False,True
A-e51ec7,Company_113,CA,2023-09-23,partner,2,False,13,3,3009.5,2,164.5,0.0560344827586206,4.875,3.0,1.0,37.0,4.333333333333333,0.3333333333333333,1,False,False,False,True,False,False,True,False
A-0aaf6e,Company_114,US,2024-05-11,organic,3,False,6,8,2631.777777777778,0,115.22222222222224,0.0056702485028937,5.888888888888889,5.0,1.0,45.0,4.0,0.2,0,False,False,False,True,False,False,True,False
A-e61e98,Company_115,US,2023-10-20,partner,19,False,14,1,1498.2222222222222,2,85.88888888888889,-0.1069958847736625,6.0,6.0,2.0,30.33333333333333,4.5,0.3333333333333333,1,False,False,False,True,False,False,True,False
A-92a333,Company_116,US,2023-03-24,event,9,False,17,2,1776.5,0,57.0,0.0166666666666666,5.833333333333333,4.0,1.0,23.25,4.0,0.25,0,False,False,False,True,False,False,True,False
A-95b24a,Company_117,US,2023-06-06,event,38,False,17,6,2275.818181818182,4,119.1818181818182,0.0408523234125375,5.454545454545454,5.0,4.0,21.2,4.2,0.8,0,False,False,False,True,False,False,False,True
A-42e5e1,Company_118,US,2024-07-09,ads,1,False,5,8,1273.7142857142858,1,138.71428571428572,0.0026954177897574,5.142857142857143,3.0,2.0,29.0,4.0,0.6666666666666666,1,False,True,False,False,False,False,False,True
A-7d514c,Company_119,DE,2024-02-03,organic,17,False,10,11,2697.1111111111118,2,151.77777777777777,-0.0354938271604938,5.111111111111111,3.0,2.0,33.333333333333336,4.333333333333333,0.6666666666666666,0,False,False,False,False,True,False,True,False
A-65aeb5,Company_120,US,2024-01-25,partner,9,False,11,3,2866.0,0,173.25,-0.0166861140895452,4.0,2.0,1.0,42.5,4.5,0.5,1,False,True,False,False,False,False,False,True
A-e2cd1b,Company_121,US,2024-02-04,other,15,False,10,7,1394.2222222222222,1,117.22222222222224,-0.138047138047138,5.333333333333333,5.0,3.0,37.8,4.0,0.6,0,False,True,False,False,False,False,True,False
A-180abf,Company_122,US,2023-08-14,event,64,False,15,1,4145.777777777777,2,109.44444444444444,0.0032679738562091,5.222222222222222,3.0,0.0,36.333333333333336,3.6666666666666665,0.0,1,False,True,False,False,False,False,False,True
A-f17767,Company_123,US,2023-01-30,event,1,True,22,9,1152.7857142857142,3,148.91666666666666,-0.0060712353582826,5.5,3.0,2.0,36.333333333333336,4.0,0.6666666666666666,1,False,True,False,False,False,False,True,False
A-5a184f,Company_124,DE,2023-06-19,other,1,False,16,8,2068.3,0,99.2,-0.04031398934679,5.2,3.0,1.0,15.333333333333334,4.333333333333333,0.3333333333333333,1,False,True,False,False,False,False,True,False
A-7df7a7,Company_125,US,2023-01-28,organic,7,False,23,5,1943.6666666666667,0,100.26666666666668,0.0126845270639693,5.4,3.0,3.0,28.0,4.0,1.0,1,False,True,False,False,False,True,False,False
A-1ac5e0,Company_126,US,2024-10-20,event,33,False,2,11,1824.9,0,105.1,-0.0351851851851851,5.2,7.0,4.0,40.42857142857143,3.857142857142857,0.5714285714285714,0,False,True,False,False,False,True,False,False
A-52dd88,Company_127,US,2023-02-21,ads,23,False,21,9,1508.3636363636365,1,114.36363636363636,0.0,4.363636363636363,1.0,0.0,72.0,4.0,0.0,0,True,False,False,False,False,False,False,True
A-bece89,Company_128,IN,2023-12-01,event,26,False,11,3,3208.333333333333,1,159.16666666666666,0.0054347826086956,3.1666666666666665,4.0,2.0,32.5,4.0,0.5,1,True,False,False,False,False,False,False,True
